"Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"2037",1,2014-12-19,"17:30",6,2,4,"Dark",5,9,3,3,2,26
"2038",2,2014-12-19,"19:55",3,2,4,"Dark",5,11,1,3,1,44
"2039",2,2014-12-19,"21:20",3,2,4,"Dark",2,9,1,3,1,30
"2040",1,2014-12-21,"11:58",6,2,1,"Daylight",2,9,3,3,2,10
"2041",1,2014-12-22,"10:15",6,2,1,"Daylight",2,21,1,3,1,37
"2042",2,2014-12-22,"12:15",3,2,1,"Daylight",4,9,1,3,1,34
"2043",2,2014-12-22,"12:00",3,1,1,"Daylight",1,9,1,3,1,32
"2044",1,2014-12-18,"17:30",6,2,4,"Dark",5,9,3,3,1,68
"2045",2,2014-12-23,"15:35",3,2,4,"Dark",5,9,1,3,2,74
"2046",2,2014-12-23,"15:35",3,2,4,"Dark",5,9,2,3,1,81
"2047",2,2014-12-24,"11:20",3,1,1,"Daylight",1,9,1,3,1,64
"2048",2,2014-12-24,"13:40",3,2,1,"Daylight",2,8,1,3,1,42
"2049",2,2014-12-24,"13:40",3,2,1,"Daylight",2,8,2,3,1,56
"2050",2,2014-12-24,"13:40",3,2,1,"Daylight",2,8,2,3,2,53
"2051",2,2014-12-24,"21:16",6,1,4,"Dark",1,9,1,3,1,25
"2052",2,2014-12-24,"21:16",6,1,4,"Dark",1,9,2,3,1,24
"2053",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,2,3,1,21
"2054",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,1,3,1,52
"2055",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,2,3,2,66
"2056",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,1,3,1,21
"2057",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,2,3,1,21
"2058",3,2014-12-25,"16:25",6,2,4,"Dark",1,9,2,3,1,21
"2059",1,2014-12-27,"05:15",1,3,4,"Dark",3,9,1,3,1,32
"2060",3,2014-12-26,"13:47",6,2,1,"Daylight",1,9,2,3,1,24
"2061",3,2014-12-26,"13:47",6,2,1,"Daylight",1,9,2,3,1,25
"2062",3,2014-12-26,"13:47",6,2,1,"Daylight",1,9,1,3,2,29
"2063",1,2014-12-26,"22:25",6,2,4,"Dark",9,9,3,3,2,53
"2064",1,2014-12-29,"07:35",6,4,6,"",1,9,1,3,1,36
"2065",4,2014-12-30,"13:41",3,2,1,"Daylight",1,9,1,3,2,39
"2066",4,2014-12-30,"13:41",3,2,1,"Daylight",1,9,1,3,1,25
"2067",1,2014-12-30,"15:35",6,2,1,"Daylight",1,9,3,3,1,5
"2068",2,2014-12-31,"18:00",6,2,4,"Dark",1,9,1,2,2,34
"2069",2,2014-12-31,"18:00",6,2,4,"Dark",1,9,2,2,1,34
